"idno","netusoft","netustm","polintr","vote","prtvtgee","clsprty","prtclgee","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","health","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","ctzcntr","ctzshipd","brncntr","cntbrthd","lnghom1","lnghom2","gndr","agea","rshpsts","marsts","domicil","edlvdee","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","region","totinch","ptotinc"
16063,4,30,4,2,NA,2,NA,NA,5,9,8,5,5,6,7,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,29,3,6,4,720,19,8,NA,2018,1,NA,1,3,2,NA,10,5,0,1,0,85,2,4321,2,2,NA,NA,3,"North",2484,295
16113,1,NA,4,2,NA,2,NA,NA,NA,8,8,9,9,10,8,6,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,72,NA,4,3,229,9,6,NA,1998,1,NA,1,3,2,NA,8,1,40,1,40,86,3,5321,2,2,NA,NA,2,"Northeastern",84,84
16125,5,240,2,1,2,1,2,2,1,6,7,8,4,7,6,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,51,NA,6,3,720,16,1,NA,NA,1,NA,1,2,2,NA,2,0,40,1,40,25,4,2411,2,1,2,2,3,"Southern",1680,840
16154,5,360,3,1,2,2,NA,NA,2,8,6,6,5,6,6,7,2,2,NA,2,NA,6,1,"6666",1,"6666","RUS","000",2,30,NA,4,1,720,17,1,NA,NA,1,NA,1,3,2,NA,10,0,35,1,24,85,1,2341,2,2,NA,NA,3,"North",1116,558
16194,2,NA,2,1,4,2,NA,NA,4,8,8,8,7,9,7,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,79,1,NA,2,423,11,6,NA,2002,1,NA,1,3,1,13,10,0,40,1,45,41,4,3123,2,2,NA,NA,2,"Southern",449,224
16203,5,300,3,2,NA,2,NA,NA,0,7,7,4,3,4,3,9,3,1,4,NA,NA,10,1,"6666",1,"6666","EST","000",2,43,1,NA,1,321,12,8,NA,2018,1,NA,1,2,2,NA,9,6,7,1,7,81,4,9112,1,1,1,1,3,"Southern",1737,314
16330,5,180,3,1,2,1,2,3,4,7,6,7,7,6,8,10,4,2,NA,1,3,5,1,"6666",1,"6666","RUS","EST",2,62,NA,4,1,423,13,6,NA,2016,1,NA,1,3,2,NA,5,4,30,1,30,85,1,5120,2,2,NA,NA,2,"North",19,19
16340,5,480,3,1,1,1,NA,NA,7,8,6,4,7,8,3,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,28,3,6,3,423,14,1,NA,NA,1,NA,1,3,2,NA,7,6,40,1,40,84,1,3343,2,2,NA,NA,3,"Southern",2141,714
16346,1,NA,3,3,NA,1,2,2,2,6,6,8,8,6,8,6,3,1,3,NA,NA,5,2,"6500",1,"6666","RUS","EST",1,64,1,NA,3,313,11,6,NA,2005,1,NA,1,2,2,NA,8,8,40,1,60,56,4,5132,2,1,2,2,2,"North",722,361
16365,5,180,3,1,NA,2,NA,NA,5,9,7,7,6,7,4,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,62,NA,6,4,620,15,1,NA,NA,1,NA,1,3,2,NA,7,4,35,1,40,85,1,2320,2,2,NA,NA,3,"Southern",1010,1010
16394,4,120,2,1,4,1,4,2,3,7,6,6,6,5,7,7,2,1,2,NA,NA,10,1,"6666",1,"6666","EST","000",2,57,NA,4,3,720,25,1,NA,NA,1,NA,1,4,1,20,8,6,40,1,50,85,2,2310,2,2,NA,NA,1,"Southern",1017,1017
16488,1,NA,2,1,4,1,4,2,3,7,5,4,5,7,5,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,67,NA,1,1,313,11,6,NA,NA,1,NA,1,2,2,NA,2,0,6,1,6,56,4,9412,2,2,NA,NA,3,"North",607,607
16492,5,120,4,2,NA,2,NA,NA,1,7,7,8,7,9,5,7,3,1,3,NA,NA,5,1,"6666",1,"6666","RUS","000",2,25,NA,6,1,620,18,2,NA,2018,1,NA,2,3,2,NA,10,0,13,1,13,85,1,2354,2,1,2,1,3,"North",485,485
16549,5,180,2,1,2,1,2,3,5,8,2,3,2,6,1,8,2,1,3,NA,NA,8,1,"6666",1,"6666","RUS","000",1,51,6,NA,1,423,11,1,NA,NA,2,2,NA,1,1,2,10,10,NA,2,50,31,4,1321,2,2,NA,NA,2,"North",1531,766
16565,4,180,2,1,1,2,NA,NA,7,8,8,6,6,9,2,10,5,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,77,1,NA,4,313,13,6,NA,2009,1,NA,1,2,2,NA,5,5,40,1,40,85,1,5414,2,2,NA,NA,2,"Southern",808,404
16635,1,NA,3,1,3,2,NA,NA,8,7,5,2,0,5,2,8,2,1,2,NA,NA,8,1,"6666",1,"6666","EST","888",2,85,NA,5,5,213,7,6,NA,1992,1,NA,1,1,2,NA,10,7,NA,2,60,2,1,3143,2,2,NA,NA,2,"Central",437,437
16673,5,90,2,1,2,2,NA,NA,4,6,5,3,3,4,6,5,3,1,3,NA,NA,4,1,"6666",1,"6666","RUS","000",1,56,1,NA,1,423,13,1,NA,NA,2,1,NA,1,2,NA,10,10,NA,2,40,49,4,8322,2,1,2,2,2,"North",1483,494
16704,5,150,4,2,NA,2,NA,NA,2,8,5,1,5,7,2,7,2,2,NA,1,3,0,1,"6666",1,"6666","RUS","EST",1,56,1,NA,3,610,17,1,NA,NA,1,NA,1,4,1,16,6,5,40,1,40,36,1,3122,2,2,NA,NA,2,"Northeastern",1889,944
16716,5,360,2,1,2,1,2,2,4,8,8,7,7,8,6,9,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,76,NA,5,4,720,17,6,NA,2017,1,NA,1,3,2,NA,10,6,168,1,168,85,2,2310,2,2,NA,NA,2,"North",756,756
16935,5,60,2,1,2,2,NA,NA,5,5,5,7,6,7,6,6,4,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,61,NA,4,3,313,11,5,NA,2015,1,NA,1,1,2,NA,7,5,40,1,40,47,4,5223,2,1,1,1,2,"Southern",37,37
17116,2,NA,3,1,1,2,NA,NA,6,8,5,4,5,3,3,8,2,1,2,NA,NA,8,1,"6666",1,"6666","EST","000",2,71,1,NA,1,423,14,6,NA,2012,1,NA,1,3,2,NA,8,0,36,1,36,85,1,2342,2,2,NA,NA,2,"Southern",761,380
17152,5,60,2,1,6,1,13,2,NA,3,3,2,0,5,4,3,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","RUS",1,71,1,NA,NA,313,11,6,NA,NA,1,NA,2,1,2,NA,10,0,40,1,40,74,4,7412,2,2,NA,NA,2,"North",806,403
17174,5,360,3,1,1,2,NA,NA,5,8,7,6,7,7,7,10,2,2,NA,1,2,7,1,"6666",1,"6666","EST","000",2,50,1,NA,5,620,18,1,NA,NA,2,15,NA,2,1,10,10,10,40,1,40,86,4,1345,1,2,NA,NA,3,"North",2459,1230
17246,5,480,2,1,11,1,1,2,9,8,8,6,6,6,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,37,3,4,5,620,16,1,NA,NA,2,15,NA,2,1,15,10,10,NA,2,50,62,4,1330,2,2,NA,NA,3,"Southern",2970,495
17251,5,720,3,1,5,1,5,2,1,8,6,4,7,7,1,8,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","RUS",1,31,1,NA,1,313,12,1,NA,NA,2,500,NA,5,2,NA,7,2,NA,2,100,49,4,1324,2,1,2,2,3,"North",1514,757
17297,5,480,3,1,1,2,NA,NA,5,7,6,6,6,8,9,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,22,NA,6,4,423,16,2,NA,2016,1,NA,2,2,2,NA,3,3,40,1,0,56,4,9412,2,2,NA,NA,3,"North",1419,0
17300,5,480,4,1,4,2,NA,NA,6,7,6,4,4,5,6,7,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,35,NA,6,5,720,17,1,NA,NA,1,NA,1,3,2,NA,8,5,35,1,24,85,2,2330,2,2,NA,NA,3,"Southern",1242,621
17311,2,NA,1,1,3,2,NA,NA,7,8,8,6,7,8,8,9,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,71,1,NA,3,710,16,6,NA,2014,1,NA,1,4,1,NA,8,8,40,1,40,NA,4,1321,2,2,NA,NA,2,"Western",819,410
17339,4,30,3,1,4,2,NA,NA,5,7,6,6,7,6,7,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,54,1,NA,4,423,14,1,NA,NA,1,NA,1,1,2,NA,9,9,NA,2,30,14,4,7531,2,1,2,2,2,"Central",1555,778
17364,5,420,2,1,1,2,NA,NA,6,8,4,2,2,8,8,8,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,40,3,6,2,423,15,1,NA,NA,1,NA,1,3,2,NA,10,7,40,1,40,46,4,3322,2,2,NA,NA,3,"North",2398,1199
17374,5,720,4,1,2,1,2,3,5,10,7,5,5,5,5,10,1,1,3,NA,NA,6,1,"6666",1,"6666","RUS","000",2,32,1,NA,1,720,18,1,NA,NA,1,NA,1,5,1,13,10,7,40,1,50,62,4,1330,2,2,NA,NA,1,"North",3090.95277171582,1030
17378,5,180,1,1,6,1,6,2,7,7,6,5,2,7,7,6,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,56,NA,6,4,323,13,8,NA,2016,1,NA,1,2,2,NA,0,1,40,1,40,1,4,9212,2,1,1,1,3,"Southern",195,195
17393,4,60,2,1,4,2,NA,NA,5,5,6,5,6,5,6,5,4,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,83,1,NA,2,800,18,6,NA,2006,1,NA,1,3,1,50,10,7,40,1,40,72,3,1223,2,2,NA,NA,2,"North",589,294
17503,5,480,2,1,1,1,1,3,5,7,3,3,4,8,5,9,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,57,3,4,3,720,17,1,NA,NA,2,2,NA,1,1,1,10,10,32,1,32,86,4,2261,2,2,NA,NA,2,"Western",3243.51166700944,1081
17515,5,600,3,2,NA,1,11,3,5,7,5,3,5,8,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,57,1,NA,1,323,11,1,NA,NA,1,NA,1,3,2,NA,10,0,40,1,50,46,4,2433,2,2,NA,NA,2,"North",1392,464
17555,4,30,3,1,3,2,NA,NA,5,7,7,7,7,8,7,9,3,1,2,NA,NA,9,1,"6666",1,"6666","EST","000",2,51,NA,6,1,710,20,1,NA,NA,2,0,NA,1,2,NA,10,8,NA,2,45,32,5,7313,2,2,NA,NA,3,"North",568,189
17567,4,60,3,1,4,2,NA,NA,8,8,4,2,3,8,5,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,66,NA,5,2,323,12,1,NA,NA,1,NA,1,2,2,NA,5,3,40,1,40,1,1,6121,2,2,NA,NA,2,"Western",977,977
17589,5,120,3,1,2,2,NA,NA,5,9,5,8,8,9,4,9,2,1,3,NA,NA,10,1,"6666",2,"LT","RUS","000",2,67,NA,4,1,720,15,6,NA,2017,1,NA,1,1,2,NA,10,10,40,1,40,68,4,3313,2,1,2,2,2,"Northeastern",582,291
17591,5,60,2,1,1,2,NA,NA,6,8,8,6,5,7,5,9,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,54,1,NA,3,520,13,5,NA,2009,1,NA,1,1,2,NA,8,4,40,1,40,47,4,5246,2,2,NA,NA,3,"Southern",990,366
17609,1,NA,3,3,NA,2,NA,NA,5,3,0,0,0,3,0,3,4,1,3,NA,NA,1,2,"RU",2,"RU","RUS","000",1,65,NA,4,3,313,10,6,NA,2016,1,NA,1,5,2,NA,2,0,40,1,40,6,4,8332,2,1,2,2,2,"Northeastern",424,424
17631,5,240,3,2,NA,2,NA,NA,6,8,5,6,7,6,7,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,25,3,6,3,620,14,1,NA,NA,1,NA,1,2,2,NA,3,0,40,1,40,71,4,3112,2,2,NA,NA,3,"Northeastern",2023,1012
17699,5,420,3,2,NA,2,NA,NA,5,5,7,6,6,8,3,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,54,NA,6,4,620,15,1,NA,NA,1,NA,1,3,2,NA,7,2,40,1,40,84,1,9622,2,2,NA,NA,3,"Southern",1448,483
17719,4,300,2,1,4,2,NA,NA,5,9,8,7,7,9,8,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,48,3,6,3,620,15,1,NA,NA,1,NA,1,3,2,NA,6,5,40,1,40,91,1,1349,2,1,2,2,2,"Western",1574,787
17770,5,120,4,2,NA,2,NA,NA,4,3,3,0,5,5,4,5,3,1,3,NA,NA,5,1,"6666",2,"RU","RUS","999",2,60,NA,5,3,323,11,8,NA,NA,1,NA,2,1,2,NA,4,0,12,1,12,88,6,5311,2,1,1,1,2,"Northeastern",220,220
17821,4,60,3,1,11,2,NA,NA,5,7,7,4,7,7,7,6,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,52,3,4,3,423,13,1,NA,NA,2,1,NA,1,1,0,10,10,40,1,40,96,4,5141,2,1,1,2,3,"Southern",1447,482
17840,1,NA,4,2,NA,2,NA,NA,NA,10,5,1,NA,8,3,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,59,3,4,3,323,12,1,NA,NA,1,NA,1,2,2,NA,8,NA,40,1,40,47,4,5230,2,1,2,2,2,"Central",836,119
17855,5,120,3,1,2,1,2,2,7,8,4,6,5,5,7,9,3,1,3,NA,NA,3,1,"6666",1,"6666","RUS","000",1,54,1,NA,1,321,11,1,NA,NA,2,0,NA,1,2,NA,10,10,40,1,40,41,5,1323,1,1,1,1,2,"North",1208,604
18028,5,480,3,1,2,2,NA,NA,5,7,4,3,3,5,5,7,2,1,3,NA,NA,7,1,"6666",1,"6666","RUS","000",2,37,3,4,1,620,18,1,NA,NA,1,NA,1,1,2,NA,9,8,40,1,42,52,4,4323,2,1,2,1,3,"North",2285,1142
18040,5,180,2,1,2,2,NA,NA,5,6,7,8,8,8,6,7,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",1,53,1,NA,1,610,16,1,NA,NA,1,NA,1,2,2,NA,7,2,40,1,40,68,1,9629,2,1,1,2,2,"North",1178,393
18049,5,180,3,1,4,2,NA,NA,4,9,5,2,3,7,4,8,1,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,29,4,6,2,710,15,8,NA,2017,1,NA,1,3,2,NA,8,4,40,1,40,86,4,2264,2,2,NA,NA,3,"North",1897,297
18102,5,120,3,3,NA,NA,NA,NA,5,5,8,7,3,5,8,8,2,2,NA,2,NA,0,2,"6500",1,"6666","RUS","000",1,49,1,NA,3,323,12,1,NA,NA,1,NA,1,1,1,3,9,6,40,1,40,NA,4,1324,2,2,NA,NA,1,"North",3417.27038146928,854
18103,5,240,2,1,11,2,NA,NA,7,8,6,5,8,8,5,9,2,2,NA,1,4,5,1,"6666",1,"6666","EST","000",1,43,3,6,1,323,11,1,NA,NA,1,NA,1,2,1,10,8,1,40,1,40,68,1,1219,2,2,NA,NA,3,"Northeastern",7084.02941168702,1417
18124,5,60,2,2,NA,1,6,2,5,8,1,2,4,8,4,9,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,31,3,6,3,321,12,1,NA,NA,1,NA,2,3,2,NA,8,7,40,1,40,28,4,7212,2,2,NA,NA,3,"Southern",2114,528
18128,5,480,2,2,NA,2,NA,NA,7,7,6,6,6,8,5,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,44,NA,6,4,323,13,1,NA,NA,1,NA,1,1,1,2,10,10,40,1,40,93,1,1431,2,1,2,2,3,"Northeastern",904,452
18138,5,120,4,1,4,2,NA,NA,5,8,3,3,1,8,6,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,28,4,6,4,213,9,1,NA,NA,1,NA,1,2,2,NA,4,0,40,1,40,2,4,8341,2,2,NA,NA,3,"Southern",1751,350
18204,5,180,2,1,1,1,1,3,6,7,7,5,6,7,6,8,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,43,4,6,4,213,10,1,NA,NA,1,NA,1,4,2,NA,5,0,40,1,60,29,4,8212,2,1,1,2,3,"Western",825,412
18271,1,NA,4,3,NA,2,NA,NA,NA,6,6,10,NA,NA,9,6,3,1,3,NA,NA,NA,2,"RU",2,"RU","RUS","000",2,86,NA,4,1,423,12,6,NA,NA,1,NA,1,5,2,NA,5,0,40,1,40,86,1,3221,2,2,NA,NA,2,"Northeastern",436,436
18290,5,420,3,3,NA,2,NA,NA,3,9,8,7,9,8,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","RUS",1,15,NA,6,4,113,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"North",1240,0
18319,5,120,4,1,4,2,NA,NA,5,8,5,6,6,8,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,32,1,NA,4,423,13,1,NA,NA,1,NA,1,1,2,NA,5,5,40,1,40,56,4,5120,2,2,NA,NA,3,"Southern",1412,706
18338,1,NA,1,2,NA,2,NA,NA,5,5,6,2,0,5,3,5,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,73,NA,6,3,213,8,6,NA,1966,1,NA,1,1,2,NA,5,5,20,1,20,68,4,9613,2,2,NA,NA,2,"Southern",431,431
18348,5,60,1,1,1,1,6,2,7,7,6,5,5,7,7,7,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,64,1,NA,3,710,18,1,NA,NA,1,NA,1,5,1,10,8,7,30,1,30,86,2,2211,2,2,NA,NA,2,"Western",2855,1428
18369,1,NA,2,1,1,1,6,1,10,7,0,5,5,5,5,5,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,88,NA,5,3,323,11,6,NA,1960,1,NA,1,2,2,NA,8,5,40,1,40,85,2,2144,2,2,NA,NA,3,"Southern",499,499
18380,5,120,3,1,1,1,2,3,4,7,8,8,7,8,6,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","RUS",1,67,NA,4,1,720,17,6,NA,2017,1,NA,1,3,2,NA,9,8,40,1,40,84,1,2635,2,2,NA,NA,2,"North",1202,601
18388,5,30,3,1,NA,2,NA,NA,5,6,5,5,5,7,4,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,47,3,6,4,323,11,1,NA,NA,1,NA,1,3,2,NA,0,1,40,1,40,1,4,9212,2,2,NA,NA,3,"Southern",1622,811
18392,5,600,3,1,1,1,1,3,6,8,8,4,6,8,7,7,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,24,3,6,3,610,15,1,NA,NA,1,NA,2,4,2,NA,7,3,40,1,46,64,4,2411,2,2,NA,NA,3,"North",2572,1286
18397,1,NA,4,1,1,2,NA,NA,4,10,8,8,9,7,8,7,3,1,2,NA,NA,4,1,"6666",1,"6666","EST","000",2,81,NA,4,3,423,13,6,NA,2014,1,NA,1,1,2,NA,9,2,40,1,40,94,4,5153,2,2,NA,NA,2,"Western",649,649
18408,5,60,2,1,3,1,3,2,6,8,8,6,9,8,8,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,27,3,6,3,423,15,8,NA,2015,1,NA,1,3,2,NA,5,0,40,1,40,16,4,7543,2,2,NA,NA,3,"Central",1621,221
18486,5,480,2,1,4,1,11,2,3,10,7,7,7,8,8,10,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,31,3,6,1,720,23,1,NA,NA,1,NA,1,5,2,NA,7,0,40,1,58,86,2,2212,2,2,NA,NA,1,"North",3425.0336298719,1713
18488,1,NA,4,1,2,1,2,2,2,3,3,3,3,5,3,3,5,2,NA,2,NA,3,2,"RU",2,"RU","RUS","000",2,90,NA,5,2,113,5,6,NA,1993,1,NA,1,4,2,NA,0,0,40,1,40,31,3,8219,2,2,NA,NA,2,"North",1067,534
18499,5,180,2,1,1,1,1,2,8,7,7,3,6,6,4,5,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,33,1,NA,1,610,17,1,NA,NA,1,NA,1,4,2,NA,5,5,40,1,48,51,1,4323,1,2,NA,NA,3,"North",2653,1326
18578,5,210,3,1,3,2,NA,NA,5,7,3,4,5,6,5,7,3,1,2,NA,NA,7,1,"6666",1,"6666","EST","000",2,51,3,4,3,423,17,1,NA,NA,2,0,NA,1,2,NA,10,10,18,1,25,47,5,5211,2,1,2,2,2,"Central",635,318
18613,1,NA,3,1,2,2,NA,NA,4,6,6,6,7,8,1,6,4,2,NA,2,NA,4,1,"6666",1,"6666","RUS","EST",2,67,1,NA,4,313,11,6,NA,2010,1,NA,1,2,2,NA,5,1,40,1,40,1,4,9212,2,2,NA,NA,2,"North",835,418
18667,5,480,2,1,1,1,1,2,7,9,5,5,9,5,6,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,33,3,6,1,620,15,1,NA,NA,1,NA,1,5,2,NA,9,4,40,1,40,61,4,3521,2,2,NA,NA,3,"North",6540.76953770077,3270
18681,3,NA,3,1,2,2,NA,NA,3,5,2,2,0,7,4,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,65,NA,6,4,213,8,1,NA,NA,1,NA,1,3,2,NA,6,0,35,1,35,84,1,9613,2,1,2,2,3,"Southern",596,596
18727,5,120,4,2,NA,2,NA,NA,5,7,5,3,2,2,5,7,2,2,NA,2,NA,2,1,"6666",1,"6666","RUS","000",2,28,3,6,1,321,12,8,NA,2018,3,NA,1,1,1,5,8,0,60,1,60,46,5,1420,1,2,NA,NA,1,"North",2029,219
18753,5,120,2,1,11,1,13,2,2,9,7,7,8,5,5,9,2,1,2,NA,NA,9,1,"6666",1,"6666","EST","000",2,45,1,NA,4,620,18,1,NA,NA,1,NA,1,2,2,NA,7,3,40,1,40,87,4,3412,2,2,NA,NA,3,"Western",2724,681
18767,1,NA,4,2,NA,2,NA,NA,6,5,3,0,5,1,0,2,5,2,NA,2,NA,0,1,"6666",1,"6666","RUS","000",1,50,NA,4,3,321,11,6,NA,2016,1,NA,2,2,2,NA,10,1,40,1,40,49,4,8322,2,1,1,2,2,"Northeastern",547,274
18783,1,NA,2,1,2,1,2,2,4,7,8,7,4,10,4,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,70,NA,4,1,321,10,6,NA,2008,1,NA,1,1,2,NA,0,0,12,1,12,56,4,5120,2,1,2,2,2,"North",461,230
18790,5,600,2,1,1,2,NA,NA,7,9,6,4,6,8,8,8,1,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,41,1,NA,2,610,13,1,NA,NA,1,NA,1,3,1,29,10,10,40,1,40,45,4,1420,2,2,NA,NA,3,"North",3291.82429408792,823
18805,4,30,3,1,1,2,NA,NA,5,8,6,5,5,7,5,9,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,64,NA,6,1,323,11,6,NA,2017,1,NA,1,3,2,NA,5,6,40,1,40,86,3,4229,2,1,2,2,2,"North",471,471
18857,3,NA,3,3,NA,2,NA,NA,7,9,3,5,9,10,6,9,1,2,NA,2,NA,5,1,"6666",1,"6666","RUS","EST",2,17,NA,6,2,213,10,3,NA,2018,1,NA,3,4,2,NA,2,2,20,1,20,47,4,9334,2,1,2,1,3,"North",1478,232
18883,5,60,3,1,4,2,NA,NA,5,10,10,9,8,9,8,10,2,2,NA,1,2,1,1,"6666",1,"6666","EST","000",1,45,1,NA,1,610,22,1,NA,NA,2,1,NA,1,1,1,10,10,40,1,50,90,5,1439,2,1,1,2,3,"North",1482,296
18885,5,600,4,2,NA,2,NA,NA,5,9,9,7,7,10,9,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","ENG",1,15,NA,6,5,113,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Western",2303,0
18888,5,300,3,3,NA,2,NA,NA,5,8,4,3,5,8,5,9,2,1,3,NA,NA,5,1,"6666",1,"6666","RUS","000",2,22,3,6,1,323,13,1,NA,NA,1,NA,1,1,2,NA,8,0,40,1,40,10,4,7512,2,2,NA,NA,3,"North",3641.58742855282,1821
18903,5,60,2,1,3,1,1,3,5,9,8,4,4,6,8,9,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,47,6,NA,4,323,11,1,NA,NA,1,NA,1,3,2,NA,5,0,40,1,40,16,4,7521,1,1,2,2,3,"Southern",1583,396
18972,5,180,3,1,1,2,NA,NA,5,8,7,5,6,7,7,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,48,1,NA,3,323,11,1,NA,NA,1,NA,1,3,1,6,4,2,40,1,40,47,4,1420,2,1,2,2,3,"Western",1957,652
19009,5,120,2,1,4,1,4,2,4,10,7,7,8,8,5,10,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,49,NA,6,1,720,17,1,NA,NA,1,NA,1,1,1,10,10,7,35,1,40,85,4,2341,2,2,NA,NA,3,"North",1797,1797
19012,5,180,3,1,2,1,2,2,5,2,2,5,3,5,1,5,3,2,NA,2,NA,0,1,"6666",2,"RU","RUS","000",2,69,1,NA,3,710,17,6,NA,2009,1,NA,1,4,1,30,3,3,40,1,45,NA,1,2141,2,1,2,2,2,"Southern",1553,776
19031,2,NA,2,1,1,2,NA,NA,7,7,6,5,6,7,6,6,3,1,3,NA,NA,4,1,"6666",1,"6666","EST","000",2,69,NA,5,1,313,11,6,NA,2016,1,NA,1,4,2,NA,7,4,40,1,40,20,4,8131,2,2,NA,NA,2,"Southern",434,434
19047,5,90,3,1,4,2,NA,NA,7,6,7,4,6,4,4,9,2,2,NA,1,4,3,1,"6666",1,"6666","EST","000",2,44,NA,6,3,423,19,1,NA,NA,1,NA,1,4,2,NA,7,4,40,1,40,10,4,2421,2,1,2,2,3,"Southern",1874,375
19049,1,NA,3,2,NA,2,NA,NA,5,5,6,5,8,8,5,4,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,69,3,6,3,313,11,6,NA,2017,1,NA,1,1,2,NA,6,1,40,1,40,47,4,9612,2,1,2,2,2,"Western",1252,626
19061,5,360,3,2,NA,2,NA,NA,8,5,7,6,5,7,6,7,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,35,NA,6,1,720,18,1,NA,NA,2,5,NA,1,1,4,10,10,32,1,32,62,4,1330,1,1,2,1,3,"North",1495,1495
19169,5,480,2,1,NA,1,NA,NA,2,7,2,0,7,8,6,8,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,29,3,6,1,620,16,1,NA,NA,1,NA,2,3,1,7,10,0,40,1,80,84,1,3151,2,2,NA,NA,2,"North",3015.69199142978,1508
19174,5,240,3,1,6,2,NA,NA,6,4,3,4,4,8,6,9,3,1,2,NA,NA,10,1,"6666",1,"6666","EST","000",1,38,1,NA,3,313,14,1,NA,NA,1,NA,1,5,2,NA,8,1,40,1,41,86,2,3114,2,1,2,2,3,"Southern",1104,276
19218,5,300,4,3,NA,1,2,3,5,7,7,8,8,8,10,7,4,2,NA,1,3,0,2,"RU",2,"UA","RUS","000",1,71,1,NA,3,313,13,6,NA,2010,1,NA,1,4,2,NA,5,0,40,1,40,33,4,3122,2,1,1,2,2,"North",942,471
